image_name;tags
train_dehazed_7587;agriculture clear primary road water
train_dehazed_7588;clear primary water
train_dehazed_7589;clear primary
train_dehazed_7590;bare_ground clear habitation primary road
train_dehazed_7591;agriculture clear primary
train_dehazed_7592;clear primary
train_dehazed_7593;agriculture haze primary water
train_dehazed_7594;agriculture clear primary
train_dehazed_7595;agriculture clear primary
train_dehazed_7596;clear primary
train_dehazed_7597;cloudy
train_dehazed_7598;clear water
train_dehazed_7599;partly_cloudy primary
train_dehazed_7600;clear primary
train_dehazed_7601;clear primary
train_dehazed_7602;haze primary
train_dehazed_7603;bare_ground haze primary water
train_dehazed_7604;clear cultivation primary water
train_dehazed_7605;clear cultivation habitation primary
train_dehazed_7606;clear primary
train_dehazed_7607;clear primary
train_dehazed_7608;partly_cloudy primary
train_dehazed_7609;agriculture partly_cloudy primary
train_dehazed_7610;clear primary
train_dehazed_7611;clear primary
train_dehazed_7612;agriculture clear primary
train_dehazed_7613;agriculture clear primary
train_dehazed_7614;clear primary
train_dehazed_7615;agriculture clear primary road
train_dehazed_7616;clear primary
train_dehazed_7617;clear primary
train_dehazed_7618;clear primary
train_dehazed_7619;clear primary
train_dehazed_7620;haze primary
train_dehazed_7621;clear primary
train_dehazed_7622;haze primary road water
train_dehazed_7623;agriculture habitation partly_cloudy primary road
train_dehazed_7624;partly_cloudy primary
train_dehazed_7625;agriculture clear habitation primary road water
train_dehazed_7626;haze primary
train_dehazed_7627;partly_cloudy primary
train_dehazed_7628;clear primary water
train_dehazed_7629;agriculture clear habitation primary road
train_dehazed_7630;clear primary road selective_logging
train_dehazed_7631;clear primary
train_dehazed_7632;clear primary water
train_dehazed_7633;clear primary
train_dehazed_7634;clear primary
train_dehazed_7635;partly_cloudy primary
train_dehazed_7636;agriculture clear primary road
train_dehazed_7637;cloudy
train_dehazed_7638;clear primary
train_dehazed_7639;clear primary
train_dehazed_7640;clear primary
train_dehazed_7641;clear primary
train_dehazed_7642;clear habitation primary water
train_dehazed_7643;clear primary
train_dehazed_7644;agriculture clear cultivation habitation primary
train_dehazed_7645;agriculture clear cultivation primary
train_dehazed_7646;agriculture clear primary
train_dehazed_7647;agriculture clear primary
train_dehazed_7648;clear primary
train_dehazed_7649;partly_cloudy primary water
train_dehazed_7650;haze primary
train_dehazed_7651;agriculture clear cultivation primary
train_dehazed_7652;agriculture haze primary
train_dehazed_7653;agriculture cultivation partly_cloudy primary
train_dehazed_7654;clear primary
train_dehazed_7655;clear primary
train_dehazed_7656;cloudy
train_dehazed_7657;agriculture partly_cloudy primary
train_dehazed_7658;agriculture partly_cloudy primary road
train_dehazed_7659;agriculture clear habitation primary water
train_dehazed_7660;clear primary
train_dehazed_7661;agriculture clear primary road water
train_dehazed_7662;agriculture clear primary
train_dehazed_7663;partly_cloudy primary
train_dehazed_7664;agriculture clear primary
train_dehazed_7665;clear primary
train_dehazed_7666;agriculture clear primary road
train_dehazed_7667;agriculture clear cultivation primary water
train_dehazed_7668;clear primary
train_dehazed_7669;partly_cloudy primary
train_dehazed_7670;clear primary
train_dehazed_7671;clear primary
train_dehazed_7672;bare_ground clear primary road
train_dehazed_7673;agriculture clear cultivation primary
train_dehazed_7674;agriculture clear primary road
train_dehazed_7675;cloudy
train_dehazed_7676;clear primary
train_dehazed_7677;partly_cloudy primary
train_dehazed_7678;clear primary
train_dehazed_7679;agriculture clear primary
train_dehazed_7680;clear primary
train_dehazed_7681;agriculture partly_cloudy primary
train_dehazed_7682;clear primary
train_dehazed_7683;agriculture clear cultivation primary
train_dehazed_7684;clear primary
train_dehazed_7685;clear primary water
train_dehazed_7686;agriculture clear primary
train_dehazed_7687;clear primary
train_dehazed_7688;clear primary
train_dehazed_7689;clear primary
train_dehazed_7690;clear primary
train_dehazed_7691;clear primary
train_dehazed_7692;clear primary
train_dehazed_7693;agriculture clear cultivation primary road selective_logging
train_dehazed_7694;agriculture clear cultivation habitation primary road
train_dehazed_7695;partly_cloudy primary
train_dehazed_7696;agriculture clear primary water
train_dehazed_7697;partly_cloudy primary
train_dehazed_7698;clear primary
train_dehazed_7699;clear primary
train_dehazed_7700;clear primary
train_dehazed_7701;cloudy
train_dehazed_7702;partly_cloudy primary water
train_dehazed_7703;clear cultivation habitation primary
train_dehazed_7704;agriculture clear cultivation primary road water
train_dehazed_7705;agriculture clear primary road
train_dehazed_7706;agriculture partly_cloudy primary
train_dehazed_7707;clear primary water
train_dehazed_7708;cloudy
train_dehazed_7709;agriculture clear habitation primary road water
train_dehazed_7710;clear primary
train_dehazed_7711;clear primary
train_dehazed_7712;clear primary road water
train_dehazed_7713;clear primary
train_dehazed_7714;clear primary
train_dehazed_7715;agriculture clear habitation primary water
train_dehazed_7716;clear primary
train_dehazed_7717;partly_cloudy primary
train_dehazed_7718;clear cultivation primary
train_dehazed_7719;partly_cloudy primary
train_dehazed_7720;clear primary
train_dehazed_7721;partly_cloudy primary
train_dehazed_7722;agriculture clear cultivation primary
train_dehazed_7723;clear primary
train_dehazed_7724;haze primary
train_dehazed_7725;clear primary water
train_dehazed_7726;agriculture cultivation partly_cloudy primary
train_dehazed_7727;agriculture clear habitation primary road
train_dehazed_7728;agriculture clear primary road
train_dehazed_7729;clear primary
train_dehazed_7730;clear cultivation primary selective_logging
train_dehazed_7731;haze primary water
train_dehazed_7732;agriculture clear primary road
train_dehazed_7733;clear primary
train_dehazed_7734;partly_cloudy primary
train_dehazed_7735;partly_cloudy primary water
train_dehazed_7736;agriculture clear cultivation habitation primary road
train_dehazed_7737;agriculture clear cultivation primary
train_dehazed_7738;agriculture cultivation partly_cloudy primary
train_dehazed_7739;partly_cloudy primary
train_dehazed_7740;clear primary
train_dehazed_7741;clear primary
train_dehazed_7742;agriculture clear primary road
train_dehazed_7743;cloudy
train_dehazed_7744;agriculture clear cultivation habitation primary road
train_dehazed_7745;clear primary
train_dehazed_7746;clear primary
train_dehazed_7747;clear primary water
train_dehazed_7748;partly_cloudy primary road water
train_dehazed_7749;clear primary
train_dehazed_7750;agriculture clear habitation primary road
train_dehazed_7751;clear primary
train_dehazed_7752;clear primary
train_dehazed_7753;agriculture partly_cloudy primary
train_dehazed_7754;agriculture clear cultivation primary
train_dehazed_7755;clear primary
train_dehazed_7756;clear primary water
train_dehazed_7757;clear primary
train_dehazed_7758;clear primary
train_dehazed_7759;cloudy
train_dehazed_7760;agriculture clear cultivation primary water
train_dehazed_7761;agriculture clear cultivation primary road
train_dehazed_7762;agriculture clear
train_dehazed_7763;clear water
train_dehazed_7764;agriculture clear primary road
train_dehazed_7765;partly_cloudy primary
train_dehazed_7766;partly_cloudy primary water
train_dehazed_7767;clear primary
train_dehazed_7768;agriculture clear cultivation primary
train_dehazed_7769;agriculture partly_cloudy primary
train_dehazed_7770;clear primary
train_dehazed_7771;bare_ground clear primary
train_dehazed_7772;clear primary
train_dehazed_7773;clear primary
train_dehazed_7774;agriculture clear primary road
train_dehazed_7775;clear primary
train_dehazed_7776;agriculture clear primary
train_dehazed_7777;agriculture clear cultivation habitation primary road
train_dehazed_7778;clear primary
train_dehazed_7779;agriculture cultivation partly_cloudy primary road water
train_dehazed_7780;clear primary
train_dehazed_7781;clear primary
train_dehazed_7782;clear primary
train_dehazed_7783;agriculture partly_cloudy primary
train_dehazed_7784;clear primary
train_dehazed_7785;partly_cloudy primary
train_dehazed_7786;clear primary
train_dehazed_7787;clear primary
train_dehazed_7788;clear primary
train_dehazed_7789;clear primary road water
train_dehazed_7790;partly_cloudy primary water
train_dehazed_7791;cloudy
train_dehazed_7792;clear primary
train_dehazed_7793;clear cultivation primary
train_dehazed_7794;clear primary
train_dehazed_7795;clear primary
train_dehazed_7796;clear cultivation primary
train_dehazed_7797;clear primary
train_dehazed_7798;clear primary
train_dehazed_7799;clear primary
train_dehazed_7800;clear primary
train_dehazed_7801;cloudy
train_dehazed_7802;agriculture cultivation partly_cloudy primary
train_dehazed_7803;clear primary
train_dehazed_7804;partly_cloudy primary water
train_dehazed_7805;clear primary water
train_dehazed_7806;haze primary
train_dehazed_7807;clear primary
train_dehazed_7808;agriculture clear cultivation habitation primary road
train_dehazed_7809;agriculture clear primary road
train_dehazed_7810;agriculture clear primary road water
train_dehazed_7811;agriculture partly_cloudy primary road water
train_dehazed_7812;agriculture clear primary road
train_dehazed_7813;agriculture clear primary
train_dehazed_7814;clear primary
train_dehazed_7815;clear primary
train_dehazed_7816;clear primary
train_dehazed_7817;clear primary
train_dehazed_7818;agriculture habitation haze primary road
train_dehazed_7819;partly_cloudy primary
train_dehazed_7820;cloudy
train_dehazed_7821;clear primary water
train_dehazed_7822;agriculture clear cultivation primary
train_dehazed_7823;clear primary
train_dehazed_7824;cloudy
train_dehazed_7825;clear primary
train_dehazed_7826;clear primary
train_dehazed_7827;agriculture clear habitation primary
train_dehazed_7828;agriculture clear primary
train_dehazed_7829;clear primary
train_dehazed_7830;clear primary
train_dehazed_7831;agriculture haze primary road
train_dehazed_7832;partly_cloudy primary
train_dehazed_7833;partly_cloudy primary
train_dehazed_7834;clear primary
train_dehazed_7835;clear primary
train_dehazed_7836;partly_cloudy primary
train_dehazed_7837;agriculture habitation partly_cloudy primary road
train_dehazed_7838;agriculture clear habitation primary road water
train_dehazed_7839;clear primary
train_dehazed_7840;partly_cloudy primary
train_dehazed_7841;agriculture clear cultivation habitation primary road
train_dehazed_7842;clear primary
train_dehazed_7843;agriculture clear habitation primary road
train_dehazed_7844;clear primary
train_dehazed_7845;agriculture clear
train_dehazed_7846;clear primary
train_dehazed_7847;clear primary
train_dehazed_7848;agriculture cultivation habitation haze primary road
train_dehazed_7849;clear primary road water
train_dehazed_7850;agriculture partly_cloudy primary
train_dehazed_7851;bare_ground clear primary road
train_dehazed_7852;clear primary
train_dehazed_7853;clear primary
train_dehazed_7854;cloudy
train_dehazed_7855;agriculture clear primary water
train_dehazed_7856;bare_ground clear primary
train_dehazed_7857;clear primary water
train_dehazed_7858;cloudy
train_dehazed_7859;cloudy
train_dehazed_7860;clear primary road water
train_dehazed_7861;agriculture partly_cloudy primary
train_dehazed_7862;partly_cloudy primary
train_dehazed_7863;partly_cloudy primary
train_dehazed_7864;agriculture clear habitation primary road
train_dehazed_7865;agriculture clear primary water
train_dehazed_7866;agriculture clear primary
train_dehazed_7867;clear primary
train_dehazed_7868;cultivation partly_cloudy primary
train_dehazed_7869;clear primary
train_dehazed_7870;haze primary water
train_dehazed_7871;agriculture partly_cloudy primary
train_dehazed_7872;clear primary
train_dehazed_7873;bare_ground haze primary
train_dehazed_7874;partly_cloudy primary
train_dehazed_7875;clear primary water
train_dehazed_7876;partly_cloudy primary
train_dehazed_7877;haze primary road
train_dehazed_7878;agriculture clear cultivation primary road
train_dehazed_7879;clear cultivation primary water
train_dehazed_7880;agriculture clear primary
train_dehazed_7881;clear habitation primary road water
train_dehazed_7882;clear primary
train_dehazed_7883;agriculture partly_cloudy primary road
train_dehazed_7884;agriculture clear primary
train_dehazed_7885;agriculture clear habitation primary road water
train_dehazed_7886;clear primary water
train_dehazed_7887;clear primary
train_dehazed_7888;partly_cloudy primary water
train_dehazed_7889;agriculture clear primary
train_dehazed_7890;partly_cloudy primary water
train_dehazed_7891;clear primary
train_dehazed_7892;cloudy
train_dehazed_7893;agriculture clear habitation primary road
train_dehazed_7894;clear primary
train_dehazed_7895;clear primary
train_dehazed_7896;clear primary water
train_dehazed_7897;clear primary
train_dehazed_7898;agriculture clear cultivation primary
train_dehazed_7899;clear primary
train_dehazed_7900;clear primary
train_dehazed_7901;clear primary water
train_dehazed_7902;clear cultivation primary
train_dehazed_7903;clear primary
train_dehazed_7904;agriculture clear primary road
train_dehazed_7905;clear primary
train_dehazed_7906;agriculture clear habitation primary
train_dehazed_7907;agriculture clear primary water
train_dehazed_7908;agriculture clear habitation primary road
train_dehazed_7909;agriculture clear cultivation primary
train_dehazed_7910;clear cultivation habitation primary
train_dehazed_7911;haze primary
train_dehazed_7912;partly_cloudy primary
train_dehazed_7913;clear cultivation primary
train_dehazed_7914;clear primary
train_dehazed_7915;clear primary
train_dehazed_7916;agriculture cultivation partly_cloudy primary
train_dehazed_7917;agriculture clear road water
train_dehazed_7918;agriculture clear primary road water
train_dehazed_7919;haze primary water
train_dehazed_7920;artisinal_mine clear primary water
train_dehazed_7921;clear primary
train_dehazed_7922;agriculture clear cultivation habitation primary road
train_dehazed_7923;artisinal_mine clear primary water
train_dehazed_7924;clear primary
train_dehazed_7925;agriculture clear habitation primary road
train_dehazed_7926;clear primary road
train_dehazed_7927;agriculture clear primary water
train_dehazed_7928;partly_cloudy primary
train_dehazed_7929;clear primary
train_dehazed_7930;clear primary water
train_dehazed_7931;clear primary
train_dehazed_7932;clear cultivation primary
train_dehazed_7933;cultivation haze primary
train_dehazed_7934;artisinal_mine partly_cloudy primary water
train_dehazed_7935;partly_cloudy primary
train_dehazed_7936;clear primary
train_dehazed_7937;clear primary
train_dehazed_7938;clear primary
train_dehazed_7939;agriculture clear primary
train_dehazed_7940;partly_cloudy primary
train_dehazed_7941;clear primary
train_dehazed_7942;clear primary
train_dehazed_7943;agriculture clear habitation primary road
train_dehazed_7944;clear primary
train_dehazed_7945;cloudy
train_dehazed_7946;clear primary
train_dehazed_7947;clear primary
train_dehazed_7948;agriculture clear habitation primary water
train_dehazed_7949;clear primary
train_dehazed_7950;agriculture clear primary
train_dehazed_7951;agriculture clear primary
train_dehazed_7952;agriculture clear primary road
train_dehazed_7953;clear primary
train_dehazed_7954;agriculture clear cultivation cultivation primary
train_dehazed_7955;partly_cloudy primary
train_dehazed_7956;clear primary water
train_dehazed_7957;clear primary water
train_dehazed_7958;clear primary
train_dehazed_7959;cloudy
train_dehazed_7960;clear primary
train_dehazed_7961;agriculture bare_ground clear cultivation habitation primary road
train_dehazed_7962;clear primary water
train_dehazed_7963;clear primary
train_dehazed_7964;agriculture cultivation partly_cloudy primary
train_dehazed_7965;clear primary
train_dehazed_7966;agriculture partly_cloudy primary
train_dehazed_7967;agriculture partly_cloudy primary road slash_burn
train_dehazed_7968;clear primary water
train_dehazed_7969;agriculture partly_cloudy primary water
train_dehazed_7970;partly_cloudy primary
train_dehazed_7971;cloudy
train_dehazed_7972;agriculture clear primary water
train_dehazed_7973;cloudy
train_dehazed_7974;clear primary
train_dehazed_7975;clear primary
train_dehazed_7976;agriculture clear habitation primary road
train_dehazed_7977;haze primary water
train_dehazed_7978;clear primary
train_dehazed_7979;partly_cloudy primary
train_dehazed_7980;clear primary
train_dehazed_7981;clear primary
train_dehazed_7982;partly_cloudy primary
train_dehazed_7983;agriculture partly_cloudy primary road
train_dehazed_7984;agriculture clear cultivation habitation primary road
train_dehazed_7985;agriculture bare_ground clear primary
train_dehazed_7986;artisinal_mine clear primary water
train_dehazed_7987;clear primary
train_dehazed_7988;agriculture partly_cloudy primary road
train_dehazed_7989;agriculture haze primary water
train_dehazed_7990;partly_cloudy primary
train_dehazed_7991;cloudy
train_dehazed_7992;clear primary water
train_dehazed_7993;partly_cloudy primary water
train_dehazed_7994;agriculture clear cultivation habitation primary
train_dehazed_7995;agriculture bare_ground clear primary
train_dehazed_7996;clear primary
train_dehazed_7997;clear primary
train_dehazed_7998;clear primary
train_dehazed_7999;partly_cloudy primary
train_dehazed_8000;clear primary road selective_logging
train_dehazed_8001;clear primary
train_dehazed_8002;agriculture clear habitation primary road
train_dehazed_8003;clear primary
train_dehazed_8004;agriculture clear habitation primary road water
train_dehazed_8005;agriculture partly_cloudy primary road
train_dehazed_8006;clear primary water
train_dehazed_8007;agriculture clear cultivation primary road
train_dehazed_8008;agriculture clear habitation primary road water
train_dehazed_8009;cultivation haze primary
train_dehazed_8010;agriculture clear primary road water
train_dehazed_8011;agriculture clear primary road water
train_dehazed_8012;clear primary
train_dehazed_8013;cloudy
train_dehazed_8014;agriculture clear primary road
train_dehazed_8015;clear primary
train_dehazed_8016;habitation haze primary water
train_dehazed_8017;agriculture clear primary road
train_dehazed_8018;clear primary
train_dehazed_8019;clear habitation primary road
train_dehazed_8020;haze primary
train_dehazed_8021;clear cultivation primary water
train_dehazed_8022;clear primary road water
train_dehazed_8023;agriculture clear habitation primary road
train_dehazed_8024;partly_cloudy primary
train_dehazed_8025;clear primary
train_dehazed_8026;clear primary
train_dehazed_8027;agriculture clear primary
train_dehazed_8028;agriculture clear primary road
train_dehazed_8029;clear primary water
train_dehazed_8030;clear primary
train_dehazed_8031;clear primary
train_dehazed_8032;clear primary
train_dehazed_8033;partly_cloudy primary
train_dehazed_8034;clear primary
train_dehazed_8035;partly_cloudy primary water
train_dehazed_8036;agriculture clear primary road
train_dehazed_8037;clear primary
train_dehazed_8038;clear cultivation primary
train_dehazed_8039;agriculture partly_cloudy primary
train_dehazed_8040;agriculture clear primary water
train_dehazed_8041;clear primary
train_dehazed_8042;clear primary
train_dehazed_8043;clear primary
train_dehazed_8044;clear primary
train_dehazed_8045;agriculture partly_cloudy primary
train_dehazed_8046;partly_cloudy primary
train_dehazed_8047;clear water
train_dehazed_8048;agriculture habitation partly_cloudy primary road water
train_dehazed_8049;bare_ground clear primary
train_dehazed_8050;clear primary
train_dehazed_8051;agriculture clear primary road
train_dehazed_8052;clear primary
train_dehazed_8053;agriculture clear habitation primary road
train_dehazed_8054;clear primary
train_dehazed_8055;clear primary
train_dehazed_8056;clear primary
train_dehazed_8057;agriculture clear primary road
train_dehazed_8058;clear primary
train_dehazed_8059;agriculture clear habitation primary road slash_burn
train_dehazed_8060;clear primary
train_dehazed_8061;partly_cloudy primary
train_dehazed_8062;clear primary
train_dehazed_8063;agriculture clear primary road
train_dehazed_8064;cloudy
train_dehazed_8065;bare_ground partly_cloudy primary
train_dehazed_8066;clear primary
train_dehazed_8067;clear primary
train_dehazed_8068;partly_cloudy primary
train_dehazed_8069;clear primary
train_dehazed_8070;partly_cloudy primary
train_dehazed_8071;agriculture clear primary
train_dehazed_8072;clear primary
train_dehazed_8073;agriculture clear habitation primary road
train_dehazed_8074;agriculture clear habitation primary road water
train_dehazed_8075;haze primary
train_dehazed_8076;agriculture clear primary road water
train_dehazed_8077;clear primary water
train_dehazed_8078;clear primary
train_dehazed_8079;clear primary
train_dehazed_8080;clear primary
train_dehazed_8081;agriculture cultivation partly_cloudy primary
train_dehazed_8082;agriculture clear primary
train_dehazed_8083;agriculture clear cultivation cultivation habitation primary road
train_dehazed_8084;clear primary
train_dehazed_8085;partly_cloudy primary
train_dehazed_8086;clear primary
train_dehazed_8087;clear primary
train_dehazed_8088;agriculture cultivation haze primary
train_dehazed_8089;clear habitation primary road
train_dehazed_8090;partly_cloudy primary road
train_dehazed_8091;agriculture habitation partly_cloudy primary
train_dehazed_8092;agriculture habitation partly_cloudy primary road
train_dehazed_8093;agriculture clear primary
train_dehazed_8094;agriculture clear primary road selective_logging
train_dehazed_8095;clear primary
train_dehazed_8096;clear primary road water
train_dehazed_8097;clear water
train_dehazed_8098;clear primary
train_dehazed_8099;clear primary
train_dehazed_8100;cloudy
train_dehazed_8101;cloudy
train_dehazed_8102;clear primary
train_dehazed_8103;clear primary
train_dehazed_8104;cloudy
train_dehazed_8105;clear primary
train_dehazed_8106;haze primary
train_dehazed_8107;partly_cloudy primary
train_dehazed_8108;clear primary
train_dehazed_8109;clear primary
train_dehazed_8110;clear primary road selective_logging
train_dehazed_8111;agriculture clear primary selective_logging
train_dehazed_8112;clear primary water
train_dehazed_8113;clear primary
train_dehazed_8114;agriculture blow_down partly_cloudy primary blow_down
train_dehazed_8115;clear primary
train_dehazed_8116;clear primary water
train_dehazed_8117;clear habitation primary road water
train_dehazed_8118;clear primary
train_dehazed_8119;agriculture clear cultivation primary
train_dehazed_8120;partly_cloudy primary
train_dehazed_8121;clear primary
train_dehazed_8122;clear primary
train_dehazed_8123;agriculture partly_cloudy primary
train_dehazed_8124;clear primary water
train_dehazed_8125;clear primary
train_dehazed_8126;clear primary
train_dehazed_8127;haze primary
train_dehazed_8128;agriculture clear habitation primary road
train_dehazed_8129;agriculture clear cultivation habitation primary
train_dehazed_8130;agriculture clear primary road water
train_dehazed_8131;agriculture clear primary water
train_dehazed_8132;agriculture clear cultivation primary
train_dehazed_8133;clear primary water
train_dehazed_8134;agriculture clear cultivation primary
train_dehazed_8135;partly_cloudy primary
train_dehazed_8136;partly_cloudy primary
train_dehazed_8137;cultivation partly_cloudy primary
train_dehazed_8138;clear habitation primary road
train_dehazed_8139;partly_cloudy primary
train_dehazed_8140;agriculture clear primary road water
train_dehazed_8141;clear primary
train_dehazed_8142;clear primary
train_dehazed_8143;clear primary
train_dehazed_8144;partly_cloudy primary road water
train_dehazed_8145;agriculture clear habitation primary road
train_dehazed_8146;clear primary
train_dehazed_8147;clear primary
train_dehazed_8148;clear cultivation primary road water
train_dehazed_8149;agriculture haze primary water
train_dehazed_8150;agriculture haze primary
train_dehazed_8151;clear primary
train_dehazed_8152;clear primary
train_dehazed_8153;clear primary
train_dehazed_8154;clear primary
train_dehazed_8155;clear habitation primary road
train_dehazed_8156;agriculture partly_cloudy primary road
train_dehazed_8157;clear primary
train_dehazed_8158;cloudy
train_dehazed_8159;clear primary
train_dehazed_8160;partly_cloudy primary
train_dehazed_8161;clear primary
train_dehazed_8162;bare_ground clear habitation primary road
train_dehazed_8163;clear primary
train_dehazed_8164;partly_cloudy primary
train_dehazed_8165;agriculture clear cultivation primary
train_dehazed_8166;clear primary
train_dehazed_8167;partly_cloudy primary
train_dehazed_8168;agriculture clear primary road
train_dehazed_8169;clear primary
train_dehazed_8170;clear primary
train_dehazed_8171;partly_cloudy primary
train_dehazed_8172;clear primary
train_dehazed_8173;agriculture bare_ground clear primary water
train_dehazed_8174;clear primary water
train_dehazed_8175;clear primary road
train_dehazed_8176;agriculture clear primary road
train_dehazed_8177;clear primary water
train_dehazed_8178;clear primary
train_dehazed_8179;clear primary
train_dehazed_8180;clear primary
train_dehazed_8181;partly_cloudy primary water
train_dehazed_8182;clear primary
train_dehazed_8183;haze primary water
train_dehazed_8184;haze primary
train_dehazed_8185;clear primary
train_dehazed_8186;clear primary
train_dehazed_8187;partly_cloudy primary
train_dehazed_8188;haze primary
train_dehazed_8189;clear primary
train_dehazed_8190;haze primary
train_dehazed_8191;clear primary
train_dehazed_8192;clear primary
train_dehazed_8193;clear primary
train_dehazed_8194;clear primary
train_dehazed_8195;clear habitation primary
train_dehazed_8196;clear primary
train_dehazed_8197;partly_cloudy primary
train_dehazed_8198;cloudy
train_dehazed_8199;cloudy
train_dehazed_8200;blow_down clear primary
train_dehazed_8201;partly_cloudy primary
train_dehazed_8202;agriculture clear cultivation primary
train_dehazed_8203;agriculture clear habitation primary road
train_dehazed_8204;haze primary
train_dehazed_8205;clear primary
train_dehazed_8206;haze primary
train_dehazed_8207;clear primary
train_dehazed_8208;agriculture clear primary road
train_dehazed_8209;artisinal_mine partly_cloudy primary water
train_dehazed_8210;agriculture clear cultivation primary road
train_dehazed_8211;haze primary
train_dehazed_8212;clear primary water
train_dehazed_8213;clear primary
train_dehazed_8214;haze primary
train_dehazed_8215;agriculture clear cultivation habitation primary
train_dehazed_8216;clear primary
train_dehazed_8217;clear primary
train_dehazed_8218;clear primary
train_dehazed_8219;agriculture partly_cloudy primary
train_dehazed_8220;cloudy
train_dehazed_8221;agriculture clear primary water
train_dehazed_8222;clear primary
train_dehazed_8223;agriculture partly_cloudy primary water
train_dehazed_8224;clear primary
train_dehazed_8225;clear primary
train_dehazed_8226;agriculture haze primary road
train_dehazed_8227;partly_cloudy primary
train_dehazed_8228;agriculture clear cultivation primary
train_dehazed_8229;clear primary
train_dehazed_8230;clear primary
train_dehazed_8231;agriculture clear primary road
train_dehazed_8232;cloudy
train_dehazed_8233;partly_cloudy primary
train_dehazed_8234;agriculture haze primary
train_dehazed_8235;clear primary
train_dehazed_8236;agriculture clear primary water
train_dehazed_8237;agriculture clear habitation primary road
train_dehazed_8238;agriculture clear cultivation primary
train_dehazed_8239;cloudy
train_dehazed_8240;clear primary
train_dehazed_8241;haze primary water
train_dehazed_8242;haze primary
train_dehazed_8243;clear primary
train_dehazed_8244;clear primary
train_dehazed_8245;cloudy
train_dehazed_8246;agriculture clear habitation primary road
train_dehazed_8247;clear primary
train_dehazed_8248;agriculture clear primary road water
train_dehazed_8249;haze primary
train_dehazed_8250;clear primary
train_dehazed_8251;clear primary
train_dehazed_8252;partly_cloudy primary
train_dehazed_8253;clear primary
train_dehazed_8254;clear primary
train_dehazed_8255;clear primary
train_dehazed_8256;clear primary
train_dehazed_8257;clear primary
train_dehazed_8258;agriculture cultivation partly_cloudy primary
train_dehazed_8259;agriculture clear primary road
train_dehazed_8260;clear primary
train_dehazed_8261;clear primary
train_dehazed_8262;clear primary
train_dehazed_8263;clear primary road
train_dehazed_8264;cloudy
train_dehazed_8265;agriculture haze primary
train_dehazed_8266;clear primary
train_dehazed_8267;clear primary water
train_dehazed_8268;clear primary water
train_dehazed_8269;agriculture clear primary road water
train_dehazed_8270;clear primary
train_dehazed_8271;clear primary
train_dehazed_8272;haze primary
train_dehazed_8273;agriculture clear cultivation primary
train_dehazed_8274;agriculture clear primary road
train_dehazed_8275;clear primary
train_dehazed_8276;agriculture clear habitation primary road
train_dehazed_8277;partly_cloudy primary
train_dehazed_8278;agriculture clear primary road
train_dehazed_8279;clear habitation primary road
train_dehazed_8280;clear primary
train_dehazed_8281;agriculture clear habitation primary road
train_dehazed_8282;clear primary
train_dehazed_8283;artisinal_mine clear primary water
train_dehazed_8284;clear primary
train_dehazed_8285;agriculture partly_cloudy primary
train_dehazed_8286;blow_down clear primary
train_dehazed_8287;cloudy
train_dehazed_8288;agriculture clear cultivation habitation primary road
train_dehazed_8289;clear primary water
train_dehazed_8290;clear primary selective_logging
train_dehazed_8291;clear primary water
train_dehazed_8292;clear primary
train_dehazed_8293;clear primary
train_dehazed_8294;clear primary
train_dehazed_8295;clear primary
train_dehazed_8296;clear primary
train_dehazed_8297;cloudy
train_dehazed_8298;partly_cloudy primary
train_dehazed_8299;clear primary
train_dehazed_8300;clear primary
train_dehazed_8301;clear primary
train_dehazed_8302;cloudy
train_dehazed_8303;clear primary
train_dehazed_8304;clear primary
train_dehazed_8305;clear primary
train_dehazed_8306;clear primary
train_dehazed_8307;agriculture clear cultivation habitation primary
train_dehazed_8308;agriculture habitation partly_cloudy primary road
train_dehazed_8309;agriculture clear habitation primary road
train_dehazed_8310;agriculture cultivation partly_cloudy primary road
train_dehazed_8311;cultivation partly_cloudy primary
train_dehazed_8312;partly_cloudy primary
train_dehazed_8313;agriculture clear habitation primary slash_burn
train_dehazed_8314;partly_cloudy primary
train_dehazed_8315;clear primary water
train_dehazed_8316;agriculture clear cultivation primary road
train_dehazed_8317;clear primary
train_dehazed_8318;clear primary
train_dehazed_8319;cloudy
train_dehazed_8320;cloudy
train_dehazed_8321;clear primary
train_dehazed_8322;haze primary
train_dehazed_8323;agriculture partly_cloudy primary road
train_dehazed_8324;clear primary
train_dehazed_8325;agriculture clear primary road
train_dehazed_8326;agriculture partly_cloudy primary road
train_dehazed_8327;clear primary
train_dehazed_8328;clear primary
train_dehazed_8329;agriculture clear primary road water
train_dehazed_8330;agriculture artisinal_mine clear cultivation habitation primary road water
train_dehazed_8331;agriculture clear primary
train_dehazed_8332;clear primary
train_dehazed_8333;agriculture clear cultivation primary road
train_dehazed_8334;clear primary
train_dehazed_8335;agriculture clear primary
train_dehazed_8336;partly_cloudy primary
train_dehazed_8337;clear primary
train_dehazed_8338;bare_ground clear primary water
train_dehazed_8339;partly_cloudy primary
train_dehazed_8340;clear primary
train_dehazed_8341;clear primary
train_dehazed_8342;partly_cloudy primary
train_dehazed_8343;clear primary
train_dehazed_8344;clear primary water
train_dehazed_8345;clear cultivation primary
train_dehazed_8346;agriculture clear primary
train_dehazed_8347;agriculture clear cultivation primary
